date,M032,M040,M142,M196,M419,M421,M422,M423,M428,M481,M666,M738,M420
05/05/1989,2.4416242,0.009143363,0.092175834,0.51960623,8.927957,0.7888782,2.4416242,0.8986317,5.184082,0.21007514,8.927957,0.24489182,3.927002
06/05/1989,0.45288816,0.05750059,2.838951,0.6397419,0.39174053,1.7773371,0.45288816,0.861035,0.48241314,0.45033604,0.39174053,1.2646707,1.1554455
07/05/1989,17.055202,8.982267,27.84939,24.08128,23.605217,27.809832,17.055202,27.447704,27.400305,29.37445,23.605217,27.19142,36.921516
08/05/1989,0.206973,0.67363,1.9509162,0.8386312,0.6386329,2.768536,0.206973,1.6526242,0.45233878,0.5182658,0.6386329,0.89254385,4.2743654
09/05/1989,0.030789172,0.019881338,0.055711303,0.0172331,0.003695674,0.013907039,0.030789172,0.036007863,0.001368373,0.025431056,0.003695674,0.008757152,0.033157595
10/05/1989,0.024795795,0.005472865,0.029101271,0.015575806,0.009724222,0.020765537,0.024795795,0.021683097,0.002823356,0.004746436,0.009724222,0.011163713,0.030923694
11/05/1989,0.046982735,0.001759113,0.041350078,0.03481525,0.08205726,0.0995865,0.046982735,0.061572175,0.048922755,0.008882918,0.08205726,0.010027896,0.1306803
12/05/1989,0.014901833,0.031233704,0.036734514,0.003280565,0.032256138,0.030920124,0.014901833,0.019303935,0.003807711,0.000603168,0.032256138,0.001494518,0.0366834
13/05/1989,0.01849825,0.009790291,0.06118477,0.008281289,0.06297326,0.017662238,0.01849825,0.015801957,0.002655313,0.006538879,0.06297326,0.012611023,0.024739094
14/05/1989,0.023555746,1.51E-17,0.04734387,0.022280427,0.059929572,0.0651511,0.023555746,0.043233708,0.016529586,0.005067686,0.059929572,0.015548863,0.07518035
15/05/1989,0.018256364,0,0.076103136,0.009132222,0.09380042,0.35420808,0.018256364,0.2244742,0.003216829,0.000760634,0.09380042,0.038837437,0.7549359
16/05/1989,0.025097867,0.009098419,0.11313261,0.031242836,0.04091603,0.14778525,0.025097867,0.084066205,0.008245819,0.014191028,0.04091603,0.017311767,0.23087682
17/05/1989,0.06603999,0.02610134,0.14379284,0.021279152,0.050962538,0.09836053,0.06603999,0.07204163,0.00747968,0.00591491,0.050962538,0.00364839,0.17392541
18/05/1989,0.07671347,0.002400641,0.13393535,0.02377986,0.074061275,0.18588932,0.07671347,0.14693426,0.019342745,0.05513472,0.074061275,0.004401919,0.24357341
19/05/1989,0.23141636,0.04086671,5.373892,0.49645934,0.30201194,3.0187745,0.23141636,1.1458565,0.26836646,0.13481176,0.30201194,0.31694987,2.0787206
20/05/1989,0.58275187,0.089326546,8.382136,0.40915558,0.77419895,4.313803,0.58275187,2.192381,0.32184514,0.21997596,0.77419895,0.408951,3.3056977
21/05/1989,0.16253263,0.056514163,1.9236246,0.10272197,0.2448346,0.9804894,0.16253263,0.48255956,0.10772648,0.054132305,0.2448346,0.08153147,1.3003472
22/05/1989,0.081351325,0.005453701,1.3477771,0.09132821,0.07365487,0.30145216,0.081351325,0.093032464,0.09018655,0.04218662,0.07365487,0.07673108,0.100794755
23/05/1989,0.055415727,0.03349112,0.54141337,0.051402267,0.057374667,0.13115558,0.055415727,0.07297713,0.05545659,0.032004714,0.057374667,0.047890965,0.07788985
24/05/1989,0.08127595,0.00361091,1.6678139,0.117890194,0.07484345,0.40311638,0.08127595,0.119392306,0.08707448,0.03299116,0.07484345,0.07720464,0.12721983
25/05/1989,0.1539444,0.018771615,1.2947733,0.09926401,0.17583126,0.31688502,0.1539444,0.100012206,0.12645477,0.052771922,0.17583126,0.21004444,0.14053687
26/05/1989,0.008431055,0.030187989,0.062665895,0.009539313,0.044649895,0.42786622,0.008431055,0.22059768,0.001168905,0.000563529,0.044649895,0.001538391,1.1384224
27/05/1989,0.009459656,0.035157464,0.04548635,0.002648205,0.010619285,0.018879233,0.009459656,0.011014309,0,0.017890071,0.010619285,0.000889785,0.019197984
28/05/1989,0.079370275,0.008331971,0.31869292,0.048301205,0.111423045,0.067474015,0.079370275,0.044084024,0.098932825,0.040925413,0.111423045,0.060974382,0.046162758
29/05/1989,0.027621573,0.022603275,0.014355519,0.04115183,0.002477249,0.015809631,0.027621573,0.011764166,0.017215703,0.0348173,0.002477249,0.047109365,0.010665025
30/05/1989,0.025397547,0.003264868,0.0732988,0.011928868,0.025582168,0.013834923,0.025397547,0.039999485,0.000432943,0.013447542,0.025582168,0.00473676,0.041299436
31/05/1989,0.21788026,0.05600634,4.5919714,0.23235525,0.2364191,1.1346273,0.21788026,0.36277565,0.27407175,0.09555308,0.2364191,0.20465726,0.5231816
01/06/1989,0.017744975,0.011791801,0.08660565,0.020706806,0.18013553,0.29932258,0.017744975,0.14030112,0.010150237,0.030839322,0.18013553,0.008481299,0.74252015
02/06/1989,0.13220555,0.68046486,0.2869349,0.56510633,0.15126055,0.21905026,0.13220555,0.20027913,0.3219608,0.58840775,0.15126055,0.6017276,0.3857901
03/06/1989,0.035293844,0.09477122,0.039720923,0.055853628,0.012008767,0.045003004,0.035293844,0.027237969,0.016764214,0.07041343,0.012008767,0.05765259,0.05623989
04/06/1989,0.36264703,0.03440943,0.06047613,0.1821219,0.54314715,1.6438233,0.36264703,1.5814403,0.12831973,0.06935375,0.54314715,0.09144557,6.4175096
05/06/1989,0.048819356,0.49888182,0.1987137,0.035453066,0.06891125,0.07025156,0.048819356,0.112406485,0.003997407,0.65845895,0.06891125,0.59571785,0.29679325
06/06/1989,0.039753113,0.06975425,0.11772641,0.025587594,0.0167149,0.029281283,0.039753113,0.041705545,1.50E-15,0.07889228,0.0167149,0.011841377,0.051905185
07/06/1989,0.058786754,0.016988868,0.58129346,0.12965576,0.067341566,0.5201555,0.058786754,0.2921374,0.044136863,0.026875118,0.067341566,0.071032606,0.6925373
08/06/1989,0.115718566,0.015604773,1.4308454,0.12579137,0.15941037,0.30502552,0.115718566,0.15656246,0.07550755,0.048561495,0.15941037,0.08496247,0.23176627
09/06/1989,0.044959597,0.008690449,0.040303875,0.022239393,0.009617844,0.016967004,0.044959597,0.022841396,0.017844424,0.004964455,0.009617844,0.008868629,0.035920516
10/06/1989,0.056288403,0.03946459,0.8271165,0.08258845,0.09024553,0.22645491,0.056288403,0.10123621,0.04501683,0.054248195,0.09024553,0.05497433,0.25167626
11/06/1989,0.1790237,0.07208269,2.5278628,0.22676963,0.14632851,0.6462915,0.1790237,0.23703629,0.10651958,0.07649036,0.14632851,0.16042906,0.42661408
12/06/1989,0.66506183,0.18893585,18.240768,1.0626485,0.9303185,4.890874,0.66506183,2.0682943,0.5337378,0.4674587,0.9303185,0.98997843,3.1739228
13/06/1989,0.2619195,0.12007991,1.831888,0.67346334,0.3339952,1.5723008,0.2619195,0.92480755,0.000404717,0.08463453,0.3339952,0.9493514,2.324257
14/06/1989,0.000195676,0.005895937,0.113827474,0.000399733,0.0931575,0.31158513,0.000195676,0.19537981,0,0.000620206,0.0931575,0.000183674,1.7139052
15/06/1989,0.07172864,0.000610138,0.004035975,0.025820464,0.018280443,0.00654241,0.07172864,0.008223571,0.004006335,0.002402025,0.018280443,0.000583648,0.022606488
16/06/1989,0.019808913,0.032569457,0.039166022,0.020696139,0.031005623,0.016339155,0.019808913,0.02492962,0.013852957,0.009442722,0.031005623,0.01441954,0.05179825
17/06/1989,0.034562513,0.015122994,0.71022063,0.09702993,0.039204657,0.15052074,0.034562513,0.06022719,0.025529383,0.03397909,0.039204657,0.083969325,0.06717097
18/06/1989,0.12522987,0.0686431,1.1791317,0.2173536,0.12221292,0.32922703,0.12522987,0.20690587,0.05760582,0.18951845,0.12221292,0.1935628,0.23687989
19/06/1989,0.05972335,0.009072826,0.11610097,0.035190973,0.032149218,0.030953763,0.05972335,0.02672954,0.002453553,0.04347993,0.032149218,0.04592271,0.038548496
20/06/1989,0.06293813,0.002868408,1.0626446,0.08773562,0.14468876,0.18933102,0.06293813,0.06639841,0.052044857,0.097643554,0.14468876,0.06768893,0.08479741
21/06/1989,1.3405365,0.06449248,6.5119686,1.5676554,2.3432124,34.636635,1.3405365,18.045717,0.48803174,0.30128574,2.3432124,2.4735847,50.430252
22/06/1989,0.008721253,0.037523415,0.034154963,0.01836496,0.000256278,0.003640831,0.008721253,0.004459594,0.010922384,0.040075358,0.000256278,0.034469686,0.001019094
23/06/1989,0.10679057,0.033948027,0.003612531,0.065236025,0.23322569,0.048473854,0.10679057,0.07825258,0.042875167,0.041005325,0.23322569,0.017861195,0.11317222
24/06/1989,0.024114495,0.033136453,0.14331864,0.054070126,0.06030081,0.022700544,0.024114495,0.027116483,0.12093632,0.037410986,0.06030081,0.044714015,0.057262216
25/06/1989,0.52403486,0.41937488,17.422045,1.4374135,0.43186435,3.48489,0.52403486,1.4782189,1.3031923,0.43304494,0.43186435,1.2245959,0.62677616
26/06/1989,25.06452,42.364113,37.327087,37.08451,44.095116,19.375725,25.06452,19.540516,41.402805,95.06619,44.095116,57.5186,33.26353
27/06/1989,0.76859593,0.009107541,0.054926354,0.5502718,1.5671533,0.3548357,0.76859593,0.6168496,0.846743,0.17278293,1.5671533,0.2366193,0.9688467
28/06/1989,0.026918638,0.02623274,0.02009213,0.021827769,0.018163139,0.002053527,0.026918638,0.004096245,0.00350955,0.058547907,0.018163139,0.031189319,0.001875536
29/06/1989,0.13023476,0.04618494,0.69613624,0.22689573,0.114424,0.5758596,0.13023476,0.35348788,0.05932217,0.06483599,0.114424,0.22249834,0.6734307
30/06/1989,0.11650912,0.2578762,0.3329393,0.37613487,0.02160124,0.2286278,0.11650912,0.16601527,0.09989257,0.22350445,0.02160124,0.573079,0.19423757
01/07/1989,0.0602154,0.035010852,0.103642136,0.03400554,0.12101538,0.032743357,0.0602154,0.06167519,0.04982433,0.021719426,0.12101538,0.03514462,0.036293786
02/07/1989,0.13957775,0.07822252,6.0914693,0.24833442,0.18661755,2.2593794,0.13957775,0.7933395,0.14929745,0.08479633,0.18661755,0.18363939,2.278444
03/07/1989,0.19798821,0.006263147,0.69579315,0.117470585,0.30821505,1.6975191,0.19798821,1.3036762,0.090426534,0.05233518,0.30821505,0.16886388,4.453591
04/07/1989,0.021250198,0.00945318,0.11924255,0.010288818,0.09167052,0.063749745,0.021250198,0.050806623,0.019578459,0.011738991,0.09167052,0.031204533,0.12072605
05/07/1989,0.0892308,0.004177156,1.6145849,0.090938576,0.21815084,0.48839948,0.0892308,0.187961,0.08462211,0.035770174,0.21815084,0.07904744,0.2435121
06/07/1989,1.08883,0.07434681,4.3652296,0.6625461,3.0540817,6.9603376,1.08883,3.9530811,0.82422316,0.17460378,3.0540817,0.48926836,10.484642
07/07/1989,0.06294315,0.004431487,1.2177976,0.102295116,0.12373005,0.841245,0.06294315,0.3886538,0.03543205,0.038219407,0.12373005,0.16666362,1.1496232
08/07/1989,0.011040025,0,0.016658466,0.003577403,0.004028822,0.018831335,0.011040025,0.010709887,1.82E-05,0.012216519,0.004028822,0.001125302,0.021497844
09/07/1989,0.000296985,0.001802635,0.000797246,0,0.001109759,0,0.000296985,0.001416256,0,0.001395788,0.001109759,0.001011483,0.001509973
10/07/1989,0.000201939,0.00558543,0,0,0.000754596,0,0.000201939,0,0,0,0.000754596,0,0
11/07/1989,1.93E-17,0.000147429,0.001510666,0.002630687,2.64E-17,0.001621019,1.93E-17,2.49E-17,2.33E-17,0.002801605,2.64E-17,0.006483411,2.80E-17
12/07/1989,0.003727669,0.007911311,0.025996387,0.001210014,0.00741343,0.001058156,0.003727669,0.017297808,0.000837953,0.014914202,0.00741343,0.000468226,0.022023257
13/07/1989,0.117160656,0.007816142,0.68291366,0.0775222,0.25926408,0.8398524,0.117160656,0.33470923,0.07657633,0.043016914,0.25926408,0.05978526,1.1673356
14/07/1989,0.001264279,0.014235062,0.04436531,0.004065548,0.004428933,0.007486346,0.001264279,0.005470166,0.001363957,0.005357914,0.004428933,0.006056792,0.008294416
15/07/1989,0.014907782,0.08277302,0.16665232,0.03750566,0.14712961,0.52906597,0.014907782,0.33422524,0.062142856,0.06796438,0.14712961,0.050294403,1.2994932
16/07/1989,0.047780637,0.006880884,0.061874226,0.021944318,0.04787085,0.15657285,0.047780637,0.112663,0.05286227,0.022482311,0.04787085,0.02336814,0.2753261
17/07/1989,0,0,0,0,0,0,0,0,0,0,0,0,0
18/07/1989,1.10E-16,1.11E-16,0.002029219,9.32E-17,1.52E-16,1.49E-16,1.10E-16,0.005741578,1.30E-16,0.002228534,1.52E-16,8.73E-17,0.006403544
19/07/1989,0.001821303,0.015420834,0.096913084,0.000367058,0.004227639,0.059836227,0.001821303,0.029408678,0.001684109,0.007187398,0.004227639,0.001649593,0.040487725
20/07/1989,0.04881067,0.012748115,0.22623524,0.05274269,0.13732988,0.15680628,0.04881067,0.12930779,0.014699242,0.036855754,0.13732988,0.0628602,0.086352184
21/07/1989,0.07113235,0.005156199,1.0817206,0.10009359,0.09614497,0.4434968,0.07113235,0.19552201,0.05124461,0.019130062,0.09614497,0.097553924,0.2134108
22/07/1989,5.712001,0.30813614,22.42782,4.0039163,10.400771,16.243835,5.712001,12.267989,4.3515363,1.6576549,10.400771,4.5508647,16.576105
23/07/1989,0.00821792,0.01125375,0.052328087,0,0.022402957,0.008281093,0.00821792,0.014841686,0,0.018828839,0.022402957,0,0.016621964
24/07/1989,0.00585544,0.004914301,0.2688675,0.069648646,0.006265797,0.24097285,0.00585544,0.11928302,0.007037317,0.001555433,0.006265797,0.08420492,0.07053529
25/07/1989,0.069034085,0,0.002101274,0.023425488,0.042098764,0.086401105,0.069034085,0.072463185,0.048579615,0.008591063,0.042098764,0.010186398,0.1359373
26/07/1989,4.8700557,0.13065034,0.7042555,1.5090587,15.905159,8.17498,4.8700557,9.65536,6.0660334,0.27371997,15.905159,0.49559858,19.42777
27/07/1989,1.1366395,7.8761396,19.954994,3.5290406,1.356284,5.806631,1.1366395,2.9214315,3.1651363,10.272036,1.356284,5.363824,1.6586443
28/07/1989,0.1344113,1.2761799,0.055248786,0.3445898,0.5510843,0.21173124,0.1344113,0.14671591,0.65870285,0.57881874,0.5510843,0.46876913,0.18674181
29/07/1989,0.001678821,12.255488,0.021867495,1.417068,0.005966729,6.76E-17,0.001678821,6.42E-17,0.011519804,2.7985163,0.005966729,2.7307217,6.55E-17
30/07/1989,0.0900665,13.711798,0.21742743,1.3186941,0.13203089,0.1296208,0.0900665,0.07878924,0.29525846,2.6342704,0.13203089,2.2988007,0.18088529
31/07/1989,0.08567354,14.202967,0.4250478,1.838078,0.09538612,0.4749061,0.08567354,0.28960127,0.26025185,3.5429134,0.09538612,3.2232237,0.6662456
01/08/1989,1.1347492,0.19025837,21.901907,0.9523799,3.2002656,9.185866,1.1347492,4.4814367,0.9548438,0.38224876,3.2002656,0.8827142,8.098792
02/08/1989,0.013892369,4.35E-06,0.04500353,0.02829718,0.28798133,0.08405315,0.013892369,0.054713536,0.07189632,0.020151658,0.28798133,0.03162509,0.07633198
03/08/1989,8.20E-05,3.63E-17,3.62E-17,3.78E-17,0.000164664,3.47E-17,8.20E-05,0.01233333,0.000477701,4.69E-07,0.000164664,3.53E-17,0.012043802
04/08/1989,0.00212265,3.25E-17,4.52E-17,4.08E-17,0.00287144,4.42E-17,0.00212265,4.40E-17,0.007317939,3.20E-17,0.00287144,3.77E-17,4.47E-17
05/08/1989,0.012985083,0.0665349,0.099702835,0.019571783,0.02550892,0.08445462,0.012985083,0.11676102,0.002082396,0.032402396,0.02550892,0.02360889,0.14560163
06/08/1989,0.002578765,0.004345431,0.00701886,0.000409656,0.00888088,0.01340757,0.002578765,0.006564757,2.84E-06,0.008974221,0.00888088,0.000501578,0.015188198
07/08/1989,0.000349196,4.35E-06,0.003065488,8.79E-05,0.001206995,3.74E-05,0.000349196,0.00029507,0,0.005215253,0.001206995,2.13E-05,0.000287793
08/08/1989,0.003574579,0.002247224,0.001036168,0.003803378,0.006697214,0.00651182,0.003574579,0.007677414,0.002373866,0.009768687,0.006697214,0.000364033,0.010128913
09/08/1989,0.031640887,0.002541071,0.5792014,0.06191707,0.037893686,0.21122037,0.031640887,0.08455596,0.03213709,0.014044845,0.037893686,0.06285544,0.07529489
10/08/1989,0.18862292,0.040449988,1.7101464,0.20805977,0.13164939,0.6601801,0.18862292,0.29099685,0.092001535,0.06781753,0.13164939,0.24694946,0.30282325
11/08/1989,0.024417851,0.003470131,0.07955893,0.060730062,0.040073108,0.16833346,0.024417851,0.1278997,0.000984961,0.01874175,0.040073108,0.034821548,0.19756655
12/08/1989,0.22110917,0.007459774,4.958865,0.15942709,0.6393572,6.144849,0.22110917,2.2813768,0.13317233,0.04738751,0.6393572,0.27569616,5.9011936
13/08/1989,0.04139032,0.010890969,0.14572509,0.027200183,0.05549799,0.051396906,0.04139032,0.030271789,0.02314261,0.010012535,0.05549799,0.017376803,0.05554522
14/08/1989,0.007512501,0.04971998,0.001220798,0.001023326,0.020969752,0.003469817,0.007512501,0.002700057,0.002515874,0.000575885,0.020969752,0.000858431,0.00524191
15/08/1989,0.024497813,0.040960923,0.83785963,0.056876738,0.03125335,0.22313353,0.024497813,0.07415716,0.036419947,0.009710079,0.03125335,0.061577596,0.06939123
16/08/1989,0.025049763,0.016222525,0.04493961,0.008457911,0.021554949,0.024807388,0.025049763,0.014556262,0.003178863,0.0038644,0.021554949,0.001873426,0.034482613
17/08/1989,0.037383925,0.00281062,0.36291528,0.03172697,0.04536182,0.10975075,0.037383925,0.051278267,0.032874927,0.015931875,0.04536182,0.031092238,0.06923386
18/08/1989,0.045904707,0.03352751,0.6188232,0.058619864,0.054620206,0.21718165,0.045904707,0.086532384,0.054008473,0.036554277,0.054620206,0.057820976,0.11084911
19/08/1989,0.045495138,0.001402944,0.17956302,0.069308296,0.01607456,0.05171666,0.045495138,0.020097954,0.030169727,0.027346913,0.01607456,0.066586874,0.02267426
20/08/1989,0.00048817,0.005180143,0.000600844,0.000112236,0.002808322,0.000397174,0.00048817,0.000719386,0.001601382,0.022627233,0.002808322,0.003417995,0.001671149
21/08/1989,0.042422354,0.08257785,0.004455082,0.011022713,0.03839469,0.000134392,0.042422354,0.000986287,0.016401064,0.039802752,0.03839469,0.001159423,0.000685888
22/08/1989,0.003095275,0.000526994,0.019711008,0.011824607,0.021171467,0.061329246,0.003095275,0.028811991,0.002308032,0.000182852,0.021171467,0.00943466,0.085205965
23/08/1989,0.08562753,2.9966626,1.0189431,0.6487264,0.22147973,1.0052094,0.08562753,0.48826814,0.06553201,0.8511114,0.22147973,1.0983497,1.3634248
24/08/1989,5.5111637,9.091107,35.916183,7.770897,5.883709,13.038429,5.5111637,7.3971996,9.035406,7.3828874,5.883709,8.929216,9.163617
25/08/1989,0.026628427,4.512874,0.03840341,0.38015705,0.010570571,0.011482325,0.026628427,0.00919525,0.24679394,0.7419943,0.010570571,0.57070833,0.012482618
26/08/1989,0.17300053,0.025564175,0.041712172,0.08664719,0.70215154,0.03658616,0.17300053,0.067879066,0.48680547,0.028743647,0.70215154,0.02101183,0.051500436
27/08/1989,0.06110569,0.038966984,0.38860694,0.032740656,0.079500005,0.084186286,0.06110569,0.03796669,0.026619392,0.07033984,0.079500005,0.02116698,0.050804097
28/08/1989,0.32340083,0.03404335,5.157722,0.5246028,0.3669252,1.8023239,0.32340083,0.7009452,0.3371673,0.16408978,0.3669252,0.5287434,0.76775104
29/08/1989,0.017000206,0.74637777,0.0441371,0.20388943,0.101375595,0.3958381,0.017000206,0.21517135,0.35692734,0.42161646,0.101375595,0.36542058,0.9318381
30/08/1989,4.644925,1.0753894,1.1919762,3.7584734,4.5034065,5.8955426,4.644925,6.7877197,4.670863,2.1855574,4.5034065,2.3864973,8.661953
31/08/1989,0.0728779,0.000476153,1.3271875,0.18971239,0.16003805,0.9945458,0.0728779,0.49449348,0.045214366,0.03133304,0.16003805,0.23190756,1.5194612
01/09/1989,1.2016753,0.027666941,0.9987567,0.6838226,1.8215479,8.89001,1.2016753,8.1434,0.5799703,0.20799972,1.8215479,0.36306226,15.004576
02/09/1989,0.02251287,0.02412981,0.023419442,0.005085221,0.009386227,2.78E-16,0.02251287,0.013622857,2.54E-16,0.017699813,0.009386227,1.71E-16,0.012395063
03/09/1989,0.017547255,0.055520922,0.052170563,0.048316438,0.017385535,0.035240017,0.017547255,0.03005446,0.017809767,0.07509071,0.017385535,0.056604218,0.024530075
04/09/1989,0.013787149,0.005632218,0.15497096,0.02779028,0.016791027,0.18001978,0.013787149,0.09355772,0.013972553,0.009566276,0.016791027,0.04598882,0.20301624
05/09/1989,5.274031,1.2804099,12.844044,3.690492,11.398678,6.8998013,5.274031,5.040406,6.096977,3.9257708,11.398678,3.517457,4.5412855
06/09/1989,0.35178742,0.06291201,5.425907,0.30982354,0.110959694,1.2027142,0.35178742,0.6119555,0.062500365,0.095302545,0.110959694,0.5103064,0.21413213
07/09/1989,0.82899505,0.072444566,1.1286637,0.44607857,1.0619849,3.3418252,0.82899505,3.5621712,0.36006323,0.23005004,1.0619849,0.33500397,5.0951247
08/09/1989,0.001148827,0.001639635,0.014849817,0.000386505,0.008026483,0.03731582,0.001148827,0.02399466,0.004316809,5.17E-06,0.008026483,0.000266363,0.08030608
09/09/1989,0.00836516,0,0.001898151,0.001846612,0.003930827,0.000599359,0.00836516,0.007357074,0,0,0.003930827,0,0.006722618
10/09/1989,0.010493044,0.026524449,0.015614176,0.001164734,0.021128189,0.00741416,0.010493044,0.010824833,0.003004761,3.48E-05,0.021128189,0.002476853,0.01847594
11/09/1989,0.2787241,0.007664878,0.019545073,0.008323542,0.16412032,0.014308186,0.2787241,0.007980676,0.39909855,0.01544238,0.16412032,0.01163396,0.009150181
12/09/1989,0.011998316,0.020165255,0.005591855,0.001262644,0.0392952,0.020646304,0.011998316,0.027487027,0,0.009135569,0.0392952,0.000794494,0.028855179
13/09/1989,0.057919946,3.534586,0.04519995,1.0532423,0.013150357,0.022261024,0.057919946,0.014768182,1.6119851,2.145393,0.013150357,1.5844725,0.03307595
14/09/1989,0.044277217,0.010716432,0.8128772,0.032173242,0.19876243,1.2348896,0.044277217,0.6037164,0.032145094,0.03463887,0.19876243,0.023095218,2.432695
15/09/1989,0.037867896,0.004967844,0.059869166,0.008830178,0.052889347,0.054711733,0.037867896,0.041167032,0.030752886,0.022011502,0.052889347,0.004176765,0.13881096
16/09/1989,0.020402696,0.011022928,0.08204832,0.014450925,0.04432788,0.19028455,0.020402696,0.121944614,0.013644551,0.017043719,0.04432788,0.002789639,0.67652744
17/09/1989,0.047022477,0.002005307,0.33165613,0.027217258,0.07706011,0.09192817,0.047022477,0.04833457,0.02843746,0.015582092,0.07706011,0.021300735,0.039870612
18/09/1989,0.4502879,0.03098559,0.024877433,0.15166853,1.2928264,0.35544536,0.4502879,0.5195359,0.30284625,0.020078639,1.2928264,0.023808133,0.73071784
19/09/1989,0.007181534,0.020097954,0.021794507,0.016261064,0.006915281,0.011053705,0.007181534,0.018798422,0.007514705,0.031760573,0.006915281,0.028529054,0.021576038
20/09/1989,0.027605856,0.014419118,0.17932607,0.017433574,0.047681134,0.065786,0.027605856,0.03233638,0.009426239,0.004489364,0.047681134,0.014640933,0.03528437
21/09/1989,0.000994598,0.005139296,0.002500112,6.60E-05,0.002898793,0.00576938,0.000994598,0.00559948,0.001023028,2.95E-05,0.002898793,2.65E-05,0.009910234
22/09/1989,0.12626275,0.048241373,6.55952,0.20278715,0.060579326,2.1737692,0.12626275,0.6988951,0.06842711,0.051033102,0.060579326,0.25912103,0.9712142
23/09/1989,0.018674433,0.009243817,0.07862166,0.006597508,0.029907625,0.05187656,0.018674433,0.036374565,0.009045675,0.023097336,0.029907625,0.006292955,0.09171595
24/09/1989,0.28009167,0.084194385,2.7378318,0.7144672,0.3217159,2.248571,0.28009167,1.1893425,0.11058948,0.18086468,0.3217159,0.70693034,1.6397814
25/09/1989,0.04583694,0.07190809,0.6287252,0.08963698,0.04059451,0.29941797,0.04583694,0.1679136,0.028850414,0.054554503,0.04059451,0.28468448,0.12794821
26/09/1989,0.40940973,0.04821834,0.28545064,0.20907046,0.22373018,0.26612687,0.40940973,0.2858124,0.20142983,0.11286659,0.22373018,0.1618227,0.7028542
27/09/1989,0.17138563,0.12809066,0.6677729,0.48683575,0.086981006,0.19908108,0.17138563,0.13179179,0.6087993,0.41906115,0.086981006,0.7473577,0.24370928
28/09/1989,8.900948,14.132709,13.85487,6.433482,16.737017,9.417369,8.900948,10.081014,13.25192,7.366728,16.737017,6.8505816,12.1122055
29/09/1989,0.19984537,13.0200615,0.98367,1.8652415,0.09459154,0.5148892,0.19984537,0.27573863,0.58946025,3.2409968,0.09459154,2.7755914,0.18514031
30/09/1989,1.3616636,13.753447,3.980991,2.6088028,2.238927,8.305598,1.3616636,6.629343,1.1055466,3.9778018,2.238927,3.4330883,11.180335
01/10/1989,0.04160561,0.002410061,0.06825184,0.020971404,0.048163038,0.27086636,0.04160561,0.14737156,0.010667497,0.004216021,0.048163038,0.009272048,0.40018246
02/10/1989,0.02366228,0.032142244,0.16333851,0.012081997,0.024937278,0.08687378,0.02366228,0.03905141,0.00011655,0.034188237,0.024937278,0.029923571,0.18333903
03/10/1989,0.017115224,7.08E-17,0.011799775,1.82E-05,0.028636435,0.027089614,0.017115224,0.027812552,0.006184812,9.86E-05,0.028636435,0.001108183,0.018575393
04/10/1989,0.1817587,0.52929574,2.1168613,0.3874818,0.035933882,1.0284504,0.1817587,0.5182396,0.003454951,0.41640532,0.035933882,1.8292783,0.4279222
05/10/1989,8.293788,0.9200257,9.893928,5.007355,11.810275,10.682641,8.293788,10.57826,8.169068,1.9204963,11.810275,3.5194404,13.020648
06/10/1989,0.044959698,0.055640634,0.12898362,0.019030951,0.008100699,0.026097523,0.044959698,0.04144022,0.000346895,0.04663204,0.008100699,0.007693442,0.042592086
07/10/1989,0.03006501,0.008071289,0.039902087,0.010444216,0.02527993,0.035383843,0.03006501,0.03456087,0.014214753,0.018108515,0.02527993,0.005832828,0.044731133
08/10/1989,0.008519199,0.004426935,0.027083758,0.002123736,0.003025004,0,0.008519199,0,0,0.002951687,0.003025004,0.015569941,0
09/10/1989,0.07874742,0.027544308,0.3120155,0.051037725,0.13350156,0.26587713,0.07874742,0.15958491,0.1099667,0.02209331,0.13350156,0.057045028,0.4009214
10/10/1989,0.37178215,0.24086246,3.0617115,0.5311554,0.5032674,1.0903293,0.37178215,0.5335871,0.48739776,0.25858045,0.5032674,0.5934298,0.83830506
11/10/1989,0.53895044,0.6837519,6.543989,1.5455657,0.32835788,4.220248,0.53895044,1.8207631,0.6923715,0.6463371,0.32835788,2.568509,1.9193362
12/10/1989,0.9611394,0.48062804,1.1560271,1.1936053,1.4498249,4.1165304,0.9611394,4.2017064,0.8045578,0.65803623,1.4498249,1.4227768,7.265745
13/10/1989,2.0863535,0.6298402,14.005457,2.8943906,1.4280155,6.924539,2.0863535,3.1477444,2.1812146,0.9551465,1.4280155,2.2344708,3.2763944
14/10/1989,0.37835062,0.16407962,3.8396235,0.6136548,0.30182353,1.2461396,0.37835062,0.5361642,0.43009734,0.23318285,0.30182353,0.5520599,0.58865166
15/10/1989,0.042400025,0.12926382,0.056813277,0.16354805,0.040575873,0.092260405,0.042400025,0.05736492,0.16242108,0.1338672,0.040575873,0.24683496,0.09841853
16/10/1989,0.01852534,0.037498504,0.12927765,0.07760113,0.02974882,0.26280072,0.01852534,0.13038471,0.03973778,0.058806665,0.02974882,0.09991017,0.3321016
17/10/1989,2.1080315,0.116384424,7.2772894,1.0916421,4.6106257,7.1704826,2.1080315,5.7932367,1.4331769,0.40720537,4.6106257,0.8373572,10.954827
18/10/1989,0.08291899,0.0544647,1.2707224,0.056888606,0.15897027,0.7819885,0.08291899,0.31774482,0.049761355,0.021121867,0.15897027,0.047585357,0.7842327
