date,M421,M422,M142,M420,M428,M419,M040
10/08/1991,19.64828,20.71207,14.75049,18.08094,16.86234,18.00033,26.79703
11/08/1991,19.3309,20.29505,16.02213,18.22802,16.89523,17.69385,28.24261
12/08/1991,19.24496,20.36216,15.82942,18.46577,17.18204,17.99271,28.12116
13/08/1991,19.23027,20.61497,14.73367,18.26049,17.12209,18.26969,27.05848
14/08/1991,18.36277,19.27173,13.46244,17.16839,16.46229,17.06554,28.3343
15/08/1991,18.44148,20.28737,18.48325,17.18146,17.44232,18.32724,28.80231
16/08/1991,17.88705,19.36969,18.80256,16.55721,16.36379,16.89579,27.55878
17/08/1991,17.59633,19.16505,17.66959,16.17416,16.07576,16.78873,27.29032
18/08/1991,19.03692,20.35398,19.06323,17.83098,17.02633,17.96065,27.33384
19/08/1991,17.60334,19.22103,17.55187,16.14904,16.06068,16.80408,27.32847
20/08/1991,18.90156,20.16705,22.30115,17.55259,16.69612,17.70636,26.54479
21/08/1991,17.55673,19.33032,22.21868,16.00287,16.13655,16.91659,26.12175
22/08/1991,19.16696,21.09686,17.32771,17.62992,17.77852,18.58286,27.87837
23/08/1991,20.14041,21.96088,14.86106,18.92851,18.26188,19.59785,27.09021
24/08/1991,19.34254,20.98864,22.33153,18.04796,17.61068,18.6749,27.36345
25/08/1991,21.95647,23.03262,22.42203,20.72499,18.90796,20.51203,27.10555
26/08/1991,23.16448,24.18606,12.75166,21.44738,19.85445,21.63821,26.93365
27/08/1991,19.22542,20.19744,13.34462,17.88661,16.7593,17.97177,27.13426
28/08/1991,18.62634,20.03625,18.5364,17.03575,16.60755,17.37566,27.04773
29/08/1991,19.31409,20.92818,14.74443,17.88601,17.43088,18.55147,27.56488
30/08/1991,20.38632,22.01544,14.4682,18.82222,18.29799,19.30927,27.67465
31/08/1991,20.34781,21.44432,17.08701,19.00991,17.39475,18.77368,26.78181
01/09/1991,20.75376,22.54684,24.88373,18.98268,19.06813,19.77675,28.22607
02/09/1991,21.59525,23.44444,24.16888,20.11788,20.22694,20.95305,29.59485
03/09/1991,23.02185,24.68159,16.45019,21.02543,20.9642,22.01351,28.65442
04/09/1991,22.90893,24.62192,22.32016,21.48335,21.29866,22.38019,29.73257
05/09/1991,23.99444,25.4564,23.64023,22.28968,21.71321,22.85484,30.01795
06/09/1991,24.23354,25.62414,24.33429,22.45287,21.76843,23.08682,29.33061
07/09/1991,24.56952,25.80117,20.05358,22.64676,21.75906,23.3581,29.68913
08/09/1991,23.69557,25.17351,20.95999,21.92668,21.61711,22.5691,30.46062
09/09/1991,20.90258,22.79369,23.98682,19.59068,19.72264,20.27935,29.7581
10/09/1991,19.64149,21.62943,24.51629,17.948,19.49322,19.56043,29.48454
11/09/1991,21.32926,23.49026,20.46294,19.55023,20.30877,20.75852,30.34408
12/09/1991,20.57253,22.17132,25.78972,19.08903,18.95209,19.78278,27.77585
13/09/1991,25.51663,26.77899,24.6693,23.68678,22.75637,24.18802,29.06126
14/09/1991,24.18668,25.50868,23.15365,22.47793,21.43254,23.02951,28.1859
15/09/1991,25.57651,26.49374,22.15536,24.22255,21.90484,23.98262,29.00021
16/09/1991,24.34632,25.06734,18.33995,23.69451,21.08921,23.28304,29.28359
17/09/1991,24.77666,25.17458,21.72586,24.34572,21.72394,23.74049,30.97897
18/09/1991,22.7712,21.69594,20.21541,22.89302,17.86927,20.14717,28.45267
19/09/1991,20.9871,21.64152,23.63556,20.74516,18.71075,20.37948,29.51756
20/09/1991,20.55902,21.45816,20.74626,20.38436,18.83704,19.7943,30.30249
21/09/1991,20.8115,20.92081,17.90946,20.33909,18.07202,19.69891,29.32299
22/09/1991,23.47497,23.4779,21.1812,22.60316,19.89275,21.48385,29.73562
23/09/1991,23.01864,23.24778,23.61784,21.83363,19.88378,21.26087,29.33208
24/09/1991,23.88749,24.4021,23.11003,22.12369,20.48114,21.91565,29.37247
25/09/1991,23.66551,23.43991,19.65605,22.63858,19.56188,21.22652,30.07784
26/09/1991,22.55498,22.54076,22.69638,21.58131,18.83776,20.29548,27.9156
27/09/1991,23.44031,23.83784,23.49905,22.1794,20.13624,21.66609,29.9419
28/09/1991,24.25761,24.05993,19.66499,22.76917,20.02097,21.94344,29.03114
29/09/1991,25.18523,24.71367,22.7943,24.02622,20.28979,22.54383,29.31712
30/09/1991,23.22954,22.78341,25.64241,23.08218,18.97373,21.42102,29.51967
01/10/1991,21.2709,21.81352,23.60624,21.27227,18.84627,20.59253,28.70385
02/10/1991,20.33894,20.89793,17.99127,20.27341,18.12832,19.62493,28.03146
03/10/1991,21.92608,22.30561,21.33704,20.94114,18.57967,19.98264,28.37971
04/10/1991,23.17268,23.76986,20.1991,21.97131,19.85976,21.58781,27.77352
05/10/1991,23.6108,23.7717,23.18491,23.06099,19.87312,22.06735,28.45584
06/10/1991,21.91101,21.69169,19.92644,21.9612,18.12611,20.62417,27.77712
07/10/1991,20.7869,21.27572,23.90955,20.99485,18.49052,19.93901,28.23694
08/10/1991,19.04551,19.84752,21.81664,18.55566,17.20338,18.57971,27.73737
09/10/1991,20.54922,20.73047,25.67967,19.454,17.65812,18.72979,29.22937
10/10/1991,22.9757,23.17742,16.3439,22.4135,19.62776,21.17093,29.31368
11/10/1991,22.38102,23.42068,17.93179,21.51071,19.95947,21.03039,28.60465
12/10/1991,23.27279,24.274,18.60685,21.97887,20.71106,22.00295,28.39818
13/10/1991,22.61098,23.37536,22.40595,21.38546,19.95503,21.07497,28.99644
14/10/1991,23.55071,24.52695,22.08364,22.18186,20.58087,22.15365,28.20135
15/10/1991,24.09085,24.74216,19.64223,22.51475,20.79004,22.38775,27.79902
16/10/1991,24.07282,24.60842,17.28864,22.75233,20.54472,22.40101,28.0857
17/10/1991,21.09976,22.47545,22.97836,19.5734,19.14317,19.81612,28.54401
18/10/1991,20.47155,22.31809,17.28935,18.92483,19.85723,19.62646,29.86818
19/10/1991,20.32755,22.20785,18.41053,18.91348,19.36931,19.75047,28.57798
20/10/1991,20.04993,21.6935,19.52362,18.7019,18.63114,19.12883,28.62547
21/10/1991,20.29078,22.63249,20.56975,18.95889,19.82081,20.17453,29.09682
22/10/1991,23.54082,25.23814,21.47462,22.0098,21.65023,22.7934,29.96799
23/10/1991,23.88131,25.47539,22.32019,22.25558,21.84005,23.05497,28.42274
24/10/1991,23.92865,25.18969,18.68324,22.48837,21.3819,22.84291,29.14405
25/10/1991,24.12643,24.79531,21.10347,22.90373,20.98572,22.47468,29.47305
26/10/1991,23.57138,24.62903,22.08205,22.2156,20.75776,22.05551,29.19473
27/10/1991,21.26862,22.11241,23.84986,19.93589,18.57012,19.50738,27.57923
28/10/1991,23.27029,24.8739,22.89212,21.44935,21.79149,22.14685,30.19641
29/10/1991,22.12768,23.43538,18.69413,20.43302,20.3305,20.77209,29.86988
30/10/1991,23.13525,24.21967,22.18929,21.41372,20.45473,21.70849,28.59326
31/10/1991,23.85153,24.80013,19.86805,22.1261,20.65105,22.44991,28.75382
01/11/1991,24.30434,25.56877,24.08401,22.20822,21.65807,22.37792,29.63992
02/11/1991,23.96939,24.36573,18.72774,21.86374,20.43426,21.45524,29.9521
03/11/1991,23.16033,24.17203,17.99064,22.04316,20.47778,22.3137,29.79511
04/11/1991,23.7096,23.82686,23.4022,23.0289,20.02835,21.59179,30.32167
05/11/1991,23.51373,24.54554,18.93647,22.14603,20.78559,22.21744,29.57875
06/11/1991,22.20499,22.99447,20.37441,21.28529,19.52401,21.42478,28.71062
07/11/1991,22.77955,23.75482,21.91273,21.76,20.0286,21.41817,29.21951
08/11/1991,20.82236,21.84832,20.03946,19.26603,18.51333,19.49364,28.61849
09/11/1991,21.66748,22.45406,20.21724,21.00389,19.17053,20.44776,29.42607
10/11/1991,22.10892,22.86193,19.18713,21.18771,19.40498,20.81491,29.59654
11/11/1991,22.21115,23.02635,21.62979,21.69127,19.6335,21.5165,28.74043
12/11/1991,22.1931,23.05504,23.54909,21.71308,19.56118,21.08707,29.86006
13/11/1991,22.13626,21.69041,21.79393,21.75941,18.33722,19.74173,29.57513
14/11/1991,23.91372,24.12159,16.11717,22.83031,20.39252,22.40319,30.0416
15/11/1991,23.79341,23.87323,17.29532,22.47924,19.79467,21.03596,29.55671
16/11/1991,23.62932,23.83149,19.3835,22.36929,20.21454,21.33806,29.93396
17/11/1991,24.45363,24.63068,17.15697,23.49993,20.84901,22.80537,29.85179
18/11/1991,23.87625,24.29402,15.86281,22.61845,20.73649,22.11282,30.3891
19/11/1991,23.95553,25.1188,22.89959,22.88514,21.05101,22.73546,29.78063
20/11/1991,22.70733,24.37298,19.95946,20.83226,21.16113,21.72448,29.42325
21/11/1991,22.01232,23.41493,21.67339,21.90677,20.62799,22.40758,29.87956
22/11/1991,21.38795,22.11883,22.98465,20.19818,18.49275,19.80892,28.99926
23/11/1991,26.33614,27.42787,17.56447,24.76439,23.03385,24.69639,30.25219
24/11/1991,23.95718,24.43916,18.7366,23.01235,20.5592,22.48884,29.46608
25/11/1991,22.69459,24.3134,21.20467,22.06192,21.32622,23.21793,30.0475
26/11/1991,24.58904,25.56642,19.36481,23.26409,21.97132,23.08366,31.2534
27/11/1991,25.07521,26.60404,22.16197,23.62301,23.01825,24.07269,31.72966
28/11/1991,24.75298,26.21091,16.93109,23.03494,22.24209,23.367,30.17358
29/11/1991,26.08563,27.20717,14.66322,24.70235,23.53896,24.69707,32.4487
30/11/1991,25.12112,26.45546,16.08156,23.46899,22.35173,23.56574,29.86566
01/12/1991,25.07796,26.1519,17.37223,23.46145,21.39408,23.14363,31.51213
02/12/1991,23.65809,25.03735,14.65356,22.18731,20.45259,22.11828,30.06943
03/12/1991,24.2994,25.8868,16.08291,22.81178,21.35448,23.28689,31.64406
04/12/1991,24.92379,26.30331,16.25133,24.10954,21.92749,23.76933,33.08553
05/12/1991,24.01327,25.1467,18.55705,23.64484,20.67136,22.87371,31.99118
06/12/1991,23.09824,23.47394,17.72886,21.968,18.76324,20.69663,31.54607
07/12/1991,22.73167,23.91481,20.37731,21.88672,20.01603,21.85943,31.87784
08/12/1991,22.63034,23.73982,13.85751,22.11475,19.74078,22.03136,31.52461
09/12/1991,22.44263,23.51466,17.13767,21.67752,19.78585,21.969,31.23787
10/12/1991,24.46003,26.50871,15.66598,22.58526,22.27562,23.72738,31.56637
11/12/1991,26.52964,27.9279,16.98457,25.02821,23.08072,25.33907,31.82677
12/12/1991,25.32639,26.52291,17.00068,24.71037,21.97391,24.58264,32.58104
13/12/1991,25.67804,26.3589,24.88351,24.71399,21.76203,23.66094,33.41478
14/12/1991,25.41269,26.42559,19.21401,23.69993,21.78147,23.51923,32.34786
15/12/1991,24.63875,25.6752,16.28902,23.22648,21.1505,22.81973,31.93378
16/12/1991,23.27924,24.28527,18.51827,22.01155,20.0343,21.78165,31.80607
17/12/1991,25.29813,25.98904,16.73735,23.58909,20.80097,23.13874,30.63765
18/12/1991,21.68907,22.22765,16.66169,21.18289,17.63591,19.75664,30.05129
19/12/1991,23.76548,24.40253,18.82322,22.45316,20.08158,21.60186,31.17963
20/12/1991,24.03781,24.65555,16.1364,23.2876,21.01035,22.98398,31.85551
21/12/1991,24.46542,26.14783,14.88137,23.01425,21.89305,23.51401,32.69787
22/12/1991,24.99111,26.02714,15.04884,23.43434,21.25106,23.21085,30.63486
23/12/1991,25.10289,25.9228,18.30268,23.33989,20.72432,22.55727,31.51295
24/12/1991,25.38946,26.83397,17.31037,23.87839,21.97145,23.41834,32.4513
25/12/1991,24.61007,25.40164,16.20422,23.37044,20.79956,22.48749,32.84464
26/12/1991,22.49055,23.54894,18.03487,21.08532,19.15561,20.88195,29.93423
27/12/1991,22.91442,24.33245,17.93434,21.07414,19.67346,21.06217,29.96072
28/12/1991,21.15181,21.87335,21.91216,19.38299,17.66174,19.39691,29.2154
29/12/1991,21.39181,22.67242,18.58361,20.35544,18.81089,20.53948,30.98319
30/12/1991,25.87161,27.31771,19.41318,23.97249,22.59152,24.19397,32.66903
31/12/1991,24.87571,26.71799,16.20593,22.6976,22.12929,23.32006,32.07845
01/01/1992,24.62152,26.65207,17.89831,22.69305,21.53256,23.25043,32.25896
02/01/1992,23.29934,24.89978,22.54136,21.7289,20.19544,22.17575,31.77479
03/01/1992,24.42049,26.21268,23.16766,22.51956,21.2252,23.18168,31.9463
04/01/1992,23.71199,25.42834,19.07042,22.13666,20.63147,22.66395,31.44489
05/01/1992,22.10897,23.993,20.25673,20.71596,19.70713,21.3767,30.15291
06/01/1992,21.9461,23.11733,21.53947,20.36748,18.03858,19.84894,29.50541
07/01/1992,22.21714,24.22914,19.31004,20.53117,19.98177,21.12095,30.84358
08/01/1992,24.05914,25.98484,16.15224,22.35214,21.11717,23.18446,31.92938
09/01/1992,24.48902,25.39811,17.66498,23.03757,20.77042,22.76873,32.66552
10/01/1992,25.22664,26.82785,17.06019,23.27464,21.7961,23.50884,31.791
11/01/1992,24.25483,25.80528,16.48433,22.4764,20.49544,22.55129,31.3857
12/01/1992,24.56,25.63779,17.44603,23.67768,20.43872,23.03621,32.91172
13/01/1992,21.31821,22.75468,18.98068,20.48609,18.536,20.75457,31.07531
14/01/1992,19.30533,20.69027,20.42468,18.84855,16.70253,19.04948,31.41943
15/01/1992,23.31662,24.79463,18.65536,21.91798,20.09439,22.10941,32.28391
16/01/1992,22.87031,24.31864,18.67774,21.63252,20.21876,21.66347,31.9633
17/01/1992,23.84399,25.64755,17.42385,22.01955,20.48924,22.38148,31.70273
18/01/1992,22.82352,24.56711,20.21341,20.48784,19.20885,21.20642,29.86211
19/01/1992,25.25507,26.9244,24.4517,23.35164,21.86354,23.80487,32.1521
20/01/1992,23.13603,24.55693,18.67791,21.79786,20.14488,21.95561,31.91565
21/01/1992,23.50693,24.60996,20.1104,22.08333,20.037,22.00233,31.87128
22/01/1992,23.89671,24.62382,21.28085,22.73979,19.62472,22.05393,31.36208
23/01/1992,21.3204,22.57003,18.41027,20.30411,17.83559,19.68487,30.93643
24/01/1992,24.47129,25.53045,18.26052,23.32527,20.62234,22.71214,33.0871
25/01/1992,22.41236,23.91607,20.31253,22.65407,19.52067,22.55361,31.83068
26/01/1992,22.36045,23.89433,21.12052,21.31831,19.45342,22.07336,32.79296
27/01/1992,20.48328,21.65498,22.66366,19.64569,17.59547,19.79327,31.00925
28/01/1992,21.47288,22.6329,21.35977,20.06802,18.35644,20.20926,31.8925
29/01/1992,22.03336,22.38953,16.7736,20.62534,17.6949,19.02486,31.87379
30/01/1992,21.7624,23.08815,19.41369,20.85833,18.21555,20.78173,31.28006
31/01/1992,22.01235,22.84772,17.19528,20.76564,18.28861,20.62382,31.91679
01/02/1992,25.60107,26.82913,19.12506,23.83739,21.27099,23.5294,32.76734
02/02/1992,24.22965,25.32246,18.46057,22.95102,19.60983,22.63088,30.77154
03/02/1992,22.408,23.84352,17.88691,21.33541,19.22529,21.652,30.84891
04/02/1992,24.10675,24.89667,19.9877,23.12324,20.0191,22.18365,32.23278
05/02/1992,21.50891,22.93598,19.99046,20.24818,18.56153,20.44242,31.81884
06/02/1992,20.84583,22.03836,19.63709,19.9833,17.40705,19.52441,30.81459
07/02/1992,23.19438,24.56612,20.14954,22.15608,19.49969,21.53919,31.5422
08/02/1992,23.98372,25.69164,21.17663,22.36577,20.72467,22.73122,30.5485
09/02/1992,23.05613,23.91641,22.62417,21.51602,18.86683,20.79202,30.81568
10/02/1992,23.18224,24.35184,17.38005,21.78412,19.50934,21.35902,32.0708
11/02/1992,21.27892,22.66611,20.61565,20.19015,18.14171,19.99897,31.81622
12/02/1992,22.22459,23.53894,16.46203,20.91903,18.8892,20.8827,31.86042
13/02/1992,22.59083,23.93851,21.35982,21.61521,19.12602,21.56867,32.21417
14/02/1992,24.39969,25.96068,23.41765,22.89091,20.73808,23.07744,32.08413
15/02/1992,23.29314,24.06904,22.97043,22.30361,19.16738,21.7917,32.57394
16/02/1992,20.05895,21.22692,19.2072,19.44913,16.82124,19.05237,30.69314
17/02/1992,24.27353,25.27405,24.24756,22.70303,20.2998,22.55684,33.15241
18/02/1992,23.89341,25.35851,23.4713,21.92643,20.07672,22.18672,31.28405
19/02/1992,24.65861,25.90859,24.34611,23.24542,19.81852,22.39855,31.47742
20/02/1992,24.4982,26.62126,19.92399,22.75474,22.10447,23.84405,33.21379
21/02/1992,20.64954,21.817,22.80083,20.21493,16.93563,19.6722,30.43711
22/02/1992,21.62606,22.88779,20.38707,20.94536,18.38831,20.39426,32.06576
23/02/1992,22.94698,24.26234,20.64598,21.57553,19.03472,21.31709,31.78944
24/02/1992,21.76932,23.50086,21.73878,19.98131,18.29507,20.11337,30.71862
25/02/1992,21.84648,24.42016,23.93523,19.46236,19.49181,20.99269,30.88315
26/02/1992,22.88762,25.00561,22.40714,21.09072,20.63339,22.08139,31.78103
27/02/1992,21.6991,24.10033,21.38829,19.75728,19.83685,21.02213,32.7772
28/02/1992,23.78021,26.29056,22.07043,21.49328,21.77887,22.66778,33.0987
29/02/1992,23.69749,25.94816,20.02378,21.27689,20.72452,22.26004,32.31607
01/03/1992,23.80445,25.63541,20.86597,21.92608,20.1348,22.3412,31.64223
02/03/1992,22.7997,24.49348,23.93255,21.34142,19.27326,21.6084,31.35488
03/03/1992,22.06536,23.87961,22.435,20.05279,18.16212,20.2838,30.74689
04/03/1992,23.41967,24.82143,17.97444,22.32624,19.22387,21.66999,30.73441
05/03/1992,20.75845,22.83958,18.20128,19.44611,17.79383,19.80167,30.60206
06/03/1992,21.05474,23.21802,18.02325,19.31085,18.2279,20.13518,30.57788
07/03/1992,19.9232,22.02379,19.83505,18.1819,16.74281,18.89796,29.70257
08/03/1992,22.64927,24.33859,19.19938,21.19581,19.56149,21.2383,32.00466
09/03/1992,24.22935,26.4617,17.67159,22.41934,21.10037,22.96319,32.42837
10/03/1992,21.76236,23.77836,16.53522,19.60438,18.40761,20.50676,30.3736
11/03/1992,23.14041,24.63538,21.33166,21.05878,18.9465,21.23799,31.42392
12/03/1992,23.47175,25.35214,23.44929,21.70355,19.62165,21.96694,30.81405
13/03/1992,19.61256,21.58571,24.55981,17.72508,16.18589,18.27288,28.56848
14/03/1992,22.42214,23.52611,21.51585,20.7028,18.89318,20.59884,31.60787
15/03/1992,22.76197,23.76878,17.67778,21.15592,18.44074,20.62161,31.99542
16/03/1992,22.32641,24.05579,23.49213,20.57438,19.43516,21.30119,32.99251
17/03/1992,19.81095,21.5991,19.78992,18.62557,16.98798,19.04117,31.07712
18/03/1992,20.81435,22.37013,24.03181,19.11877,17.26223,19.51431,30.23968
19/03/1992,22.14151,23.23527,24.04337,20.76163,17.54775,20.20461,29.84007
20/03/1992,20.36546,21.52878,24.20575,19.69407,16.84437,19.18092,29.60923
21/03/1992,23.28451,23.85544,24.38221,23.19192,19.31452,22.26303,33.55269
22/03/1992,21.67167,22.65135,19.22073,21.07497,18.31055,20.79409,32.1265
23/03/1992,23.74103,26.61773,20.21232,22.19802,22.14256,23.95059,33.69631
24/03/1992,22.78035,23.90666,18.41383,21.21071,18.59829,20.50665,31.57578
25/03/1992,19.27746,21.52776,23.31297,18.55786,17.16198,19.14387,30.5885
26/03/1992,22.8798,24.9047,23.74895,22.05689,20.22227,22.92544,32.57531
27/03/1992,24.15,25.40046,22.22243,22.75321,20.11533,22.45575,33.24264
28/03/1992,23.21871,24.68058,18.89756,21.69262,19.90758,21.77196,32.42935
29/03/1992,22.56731,23.71791,21.82131,21.20874,18.45573,20.56705,31.90962
30/03/1992,20.48459,21.38241,18.64466,20.07717,16.33171,18.83521,30.37323
31/03/1992,19.22487,20.97731,17.2586,17.89525,16.77067,18.20149,32.2464
01/04/1992,22.13254,23.95985,19.16335,20.29242,19.00985,20.93062,31.92512
02/04/1992,22.88971,24.80531,21.06224,21.29979,20.65071,21.95534,32.22736
03/04/1992,23.10589,24.45683,25.95231,21.54769,19.43083,21.53939,31.82099
04/04/1992,21.18253,22.23203,18.27658,19.84857,16.76679,19.49461,29.75659
05/04/1992,20.68668,22.16707,24.12948,19.15262,17.17884,19.18823,30.1347
06/04/1992,23.37065,25.0322,23.4804,21.66034,19.51798,21.61461,30.66428
07/04/1992,23.3178,25.06087,23.7832,21.88621,19.54037,22.18705,31.40313
08/04/1992,23.01579,25.4445,22.86919,21.03192,20.26061,21.91438,32.57468
09/04/1992,21.94082,24.71158,20.62429,19.67792,19.70861,20.86859,30.95015
10/04/1992,21.30287,23.20834,22.41856,19.73204,18.41958,20.28472,31.20907
11/04/1992,21.89259,23.57453,19.05107,20.95577,18.69247,21.03373,31.39126
12/04/1992,24.71571,25.65606,20.82232,22.94917,20.28475,22.39372,31.88227
13/04/1992,20.86344,22.01561,21.62843,20.2276,17.24759,19.70681,30.9256
14/04/1992,24.12337,25.95025,17.79594,23.05745,21.22382,23.14188,32.97976
15/04/1992,22.47328,24.46736,23.71229,20.54673,19.49384,21.23892,32.97727
16/04/1992,21.19516,23.16938,18.36529,19.66665,18.14141,20.62672,29.84295
17/04/1992,22.23181,22.91354,22.64958,21.07158,17.57473,20.22253,30.93059
18/04/1992,20.59081,21.40581,23.97975,19.2271,16.2671,18.60932,30.29998
19/04/1992,24.35823,25.84252,24.38638,24.02916,20.87297,23.70759,33.32361
20/04/1992,23.72233,24.92649,24.73039,23.09766,20.117,22.6616,32.57833
21/04/1992,21.43153,23.3802,23.67063,20.16582,18.45823,20.81566,31.28219
22/04/1992,21.36423,22.98539,20.25592,20.10789,17.67894,19.72322,30.22839
23/04/1992,23.70136,24.51773,23.12268,22.40992,19.10769,21.60648,31.96565
24/04/1992,23.90369,25.01211,19.16882,22.73702,19.61662,22.01952,31.9622
25/04/1992,23.64788,25.08377,21.1499,22.08489,19.7916,22.04098,31.59417
26/04/1992,20.41887,21.98622,24.74265,18.67923,16.99386,18.85917,30.27943
27/04/1992,22.04942,23.95325,26.23542,20.30393,18.66083,20.23082,31.83578
28/04/1992,23.46424,24.8173,20.3111,21.38577,19.36917,21.01874,31.62364
29/04/1992,23.4008,24.5208,25.83439,22.75045,19.42525,21.9767,31.32496
30/04/1992,23.05891,24.28712,20.38604,22.39964,19.82933,21.81722,32.90615
01/05/1992,23.64738,24.44292,22.57892,23.0302,19.65608,22.18756,31.57512
02/05/1992,22.78287,23.59949,22.51983,21.93629,18.78666,21.06185,30.79566
03/05/1992,21.57481,22.55405,23.79894,20.63604,17.91083,20.40945,30.63387
04/05/1992,23.3374,24.67793,21.23813,22.02525,19.77309,22.09676,32.17294
05/05/1992,21.66126,22.41382,21.16958,20.69227,18.32995,20.48835,30.26464
06/05/1992,23.21105,23.86511,21.79571,22.24292,18.75781,21.32032,31.71814
07/05/1992,23.36453,24.50922,22.27135,22.15156,20.09915,21.89744,32.82781
08/05/1992,24.15527,25.03679,24.21798,23.36631,20.42038,22.82164,32.65428
09/05/1992,21.43291,23.38702,19.0581,19.40681,18.84784,20.10053,30.35186
10/05/1992,23.43557,25.59967,20.16067,21.79054,21.07379,22.62216,31.84403
11/05/1992,24.9425,26.00433,19.8024,23.12566,20.59255,22.9406,31.97676
12/05/1992,24.82085,26.22954,19.64044,23.44854,21.72919,23.55016,32.33349
13/05/1992,21.95489,23.27885,19.47607,20.61006,18.4997,20.38004,30.30166
14/05/1992,20.31042,22.23893,19.12855,18.86008,17.91018,19.70982,29.69348
15/05/1992,22.33113,23.88568,20.42456,20.74462,19.19762,20.91571,31.31048
16/05/1992,20.71154,21.83845,20.19025,19.12036,17.34266,19.02929,30.40164
17/05/1992,23.03917,24.40665,23.55758,21.43859,20.13025,21.72394,31.73833
18/05/1992,22.75843,23.76653,21.55862,21.36411,19.27581,21.30192,31.02919
19/05/1992,22.60355,24.22073,22.55028,21.09542,19.50612,21.29744,31.2322
20/05/1992,21.26779,22.92164,20.40184,19.76697,18.65008,20.01487,30.27237
21/05/1992,23.30671,24.30671,18.89586,21.62663,19.06442,21.26481,30.62225
22/05/1992,24.1604,25.22601,20.47329,22.23496,19.82589,21.90808,30.98712
23/05/1992,24.16332,25.18698,21.00872,22.58488,20.23869,22.42809,32.0239
24/05/1992,21.89072,23.72089,23.76579,20.15252,18.92722,20.82917,31.30936
25/05/1992,23.17673,25.35993,21.22228,21.38849,21.06248,22.25358,32.49489
26/05/1992,23.61442,25.09318,23.46904,21.57653,19.87704,21.70622,31.70248
27/05/1992,25.18649,25.58357,20.84287,23.60686,20.17587,22.65551,30.85252
28/05/1992,22.49756,22.25426,20.86743,22.28248,17.51471,20.50267,31.38323
29/05/1992,22.3551,23.08044,20.73393,21.6959,18.50277,21.02751,30.63458
30/05/1992,22.88387,23.6857,22.66222,22.05581,19.2475,21.28544,31.4494
31/05/1992,22.39275,23.10477,21.3102,21.69871,18.58897,20.68012,31.33723
01/06/1992,22.66068,23.928,22.51161,21.81392,20.24132,21.8933,32.26623
02/06/1992,18.2378,19.26149,20.58607,17.76359,16.2418,17.45011,29.11639
03/06/1992,22.23178,23.10578,20.48842,21.44245,19.53659,21.02125,30.53188
04/06/1992,21.89285,23.2398,22.63067,20.88212,19.96565,21.03674,31.5542
05/06/1992,22.78618,23.10414,18.94562,22.12962,18.86868,20.86592,30.60299
06/06/1992,23.86564,24.71724,20.60057,22.90127,20.89244,22.40188,31.6126
07/06/1992,23.99874,24.41039,22.79636,23.02981,20.50569,21.93666,31.00973
08/06/1992,22.77371,23.06193,21.29129,21.64075,18.9733,20.47674,30.0417
09/06/1992,23.02719,24.14414,20.07518,21.81515,20.3537,21.64693,30.96616
10/06/1992,23.14887,24.50385,18.85247,21.88117,20.67716,21.84172,31.25166
11/06/1992,22.34525,24.12297,19.37469,20.80603,20.11221,21.44209,30.52429
12/06/1992,20.86965,22.78779,20.83366,19.68718,19.3237,20.14121,29.55193
13/06/1992,19.51825,21.34465,21.88023,18.4961,18.28314,19.06527,30.23684
14/06/1992,19.41074,20.94536,21.44069,17.94299,17.21608,18.18345,27.89504
15/06/1992,20.52302,22.4283,23.24303,19.1596,19.25921,19.61047,30.77161
16/06/1992,21.18547,23.30053,23.00521,19.96683,20.00204,20.62467,30.69367
17/06/1992,22.19869,23.62287,22.94312,21.00099,19.89519,21.3574,29.04275
18/06/1992,21.45548,23.16044,23.75947,20.14843,19.10326,20.61284,28.68644
19/06/1992,21.02222,22.34534,22.21466,20.04116,18.51971,19.77152,29.23062
20/06/1992,23.67112,24.50041,20.51157,22.05903,19.86705,21.56902,29.90362
21/06/1992,22.43002,24.33146,19.7533,20.88661,20.44228,21.67275,29.41909
22/06/1992,21.62664,23.94514,18.10836,20.00945,20.65593,21.15077,30.46117
23/06/1992,20.85806,22.56358,18.24873,19.62919,18.71654,19.94096,28.59966
24/06/1992,21.94494,24.05752,18.99753,20.61646,20.42774,21.40265,29.20143
25/06/1992,22.50516,23.83978,19.03267,20.93592,19.64487,21.20421,29.16496
26/06/1992,23.07093,24.38255,20.07125,21.39374,20.01152,21.77052,28.66492
27/06/1992,24.53714,25.45015,20.55496,23.1217,21.09636,22.7536,29.97934
28/06/1992,23.54564,24.14843,20.14798,22.38777,19.53676,21.46471,29.0132
29/06/1992,21.49744,23.0803,20.47194,20.40702,19.02616,20.61558,28.03355
30/06/1992,24.09933,24.94848,19.50689,22.75897,20.41678,22.36156,29.0008
01/07/1992,23.00608,23.40073,18.12415,22.2516,18.67414,21.20826,28.05005
02/07/1992,21.29757,22.75109,22.73294,20.09826,19.04725,20.26612,29.13712
03/07/1992,19.37772,20.49162,19.847,18.61875,16.99543,18.03086,28.91464
04/07/1992,19.67382,21.1819,20.13757,18.41155,17.35543,18.67817,27.17666
05/07/1992,20.43202,22.00682,21.1683,19.01624,18.58564,19.38523,29.18935
06/07/1992,19.32169,20.66063,24.30752,18.34622,17.05192,18.21379,27.72388
07/07/1992,19.14433,20.56017,20.20396,18.65147,17.47646,18.46439,29.00183
